"date","country","city","variable","count","min","max","median","variance","sd","completeness_score","30_day_rolling_avg","z_score_all","z_score_city","over_who_limit","avg_time_24h","avg_time_8h","monthly_percent_exceeded","avg_magnitude","magnitude_score"
"2020-10-21","IN","Hyderabad","temperature",130,-984.4,254.6,29.2,83374,288.75,1.00,29.62,1.70,0.50,NULL,NULL,NULL,NULL,NULL,NULL
"2020-10-24","IN","Hyderabad","temperature",128,-984.7,484.7,29.4,125529,354.30,1.00,29.59,1.69,0.49,NULL,NULL,NULL,NULL,NULL,NULL
"2020-10-25","IN","Hyderabad","temperature",141,-984.5,255.1,29.4,84377,290.48,1.00,29.58,1.69,0.49,NULL,NULL,NULL,NULL,NULL,NULL
"2020-10-26","IN","Hyderabad","temperature",132,-962.6,480.6,29.3,118725,344.56,1.00,29.58,1.69,0.49,NULL,NULL,NULL,NULL,NULL,NULL
"2020-10-06","IN","Hyderabad","temperature",126,-2895.1,2372.3,29.5,1979200,1406.84,1.00,29.74,1.71,0.52,NULL,NULL,NULL,NULL,NULL,NULL
"2020-10-31","IN","Hyderabad","temperature",140,-1028.5,2210.1,28,562698,750.13,1.00,29.40,1.67,0.46,NULL,NULL,NULL,NULL,NULL,NULL
"2020-11-17","TH","Chiang Mai","humidity",347,-3237.6,3224.4,76.4,881166,938.70,1.00,78.62,0.66,0.59,NULL,NULL,NULL,NULL,NULL,NULL
"2020-11-27","TH","Chiang Mai","humidity",391,-144.8,2703.2,76.7,184021,428.98,1.00,76.30,0.55,0.49,NULL,NULL,NULL,NULL,NULL,NULL
"2021-11-10","NZ","Christchurch","humidity",9999,-904.9,146.8,83.03,1203483.77,1097.03,1.00,75.07,0.49,0.31,NULL,NULL,NULL,NULL,NULL,NULL
"2021-11-09","NZ","Christchurch","humidity",9999,-1864.3,200.8,85.67,2405991.88,1551.13,1.00,74.44,0.46,0.27,NULL,NULL,NULL,NULL,NULL,NULL
"2021-11-08","NZ","Christchurch","humidity",36,-2823.7,254.8,88.3,3608500,1899.61,1.00,74.34,0.46,0.27,NULL,NULL,NULL,NULL,NULL,NULL
"2021-11-07","NZ","Christchurch","humidity",48,-793.6,2160.4,96,1415570,1189.78,1.00,73.64,0.43,0.23,NULL,NULL,NULL,NULL,NULL,NULL
"2019-12-14","US","Charlotte","dew",38,-13.1,59,2,1265.26,35.57,1.00,2.17,-0.75,-0.69,NULL,NULL,NULL,NULL,NULL,NULL
"2021-12-22","IN","Hyderabad","temperature",128,-3245.8,3177.3,29.2,5738080,2395.43,1.00,29.07,1.64,0.41,NULL,NULL,NULL,NULL,NULL,NULL
"2021-12-12","IN","Hyderabad","temperature",128,-2650.3,1647.2,29,2181970,1477.15,1.00,28.89,1.62,0.38,NULL,NULL,NULL,NULL,NULL,NULL
"2019-01-08","IN","Delhi","precipitation",9999,-1091.71,2585.6,0.5,7591246.99,2755.22,0.74,17.70,0.08,8.96,NULL,NULL,NULL,NULL,NULL,NULL
"2019-01-07","IN","Delhi","precipitation",9999,-1169.71,2770,0.5,8133478.49,2851.93,0.74,20.16,0.13,10.25,NULL,NULL,NULL,NULL,NULL,NULL
"2019-01-06","IN","Delhi","precipitation",20,-1247.7,2954.4,0.5,8675710,2945.46,0.74,23.43,0.20,11.96,NULL,NULL,NULL,NULL,NULL,NULL
"2019-01-05","IN","Delhi","precipitation",20,-2374.4,2588.8,44.7,13339000,3652.26,0.74,28.02,0.29,14.37,NULL,NULL,NULL,NULL,NULL,NULL
